"Day","Hour","Temp","kwh"
"12/21/2014",8,30.02,97.3595850522104
"12/21/2014",9,30.11,97.356956195668
"12/21/2014",10,30.92,97.3385800418305
"12/21/2014",11,32,97.3361051459372
"12/21/2014",12,32,97.3361051459372
"12/21/2014",13,33.08,97.3706484536562
"12/21/2014",14,33.08,97.3706484536562
"12/21/2014",15,33.8,97.4201579532401
"12/21/2014",16,33.98,97.4363136673561
"12/21/2014",17,33.89,97.4280378781312
"12/21/2014",18,33.98,97.4363136673561
"12/21/2014",19,33.98,57.5549201587663
"12/21/2014",20,33.98,57.5549201587663
"12/21/2014",21,33.98,57.5549201587663
"12/21/2014",22,33.98,57.5549201587663
"12/21/2014",23,33.98,57.5549201587663
"12/22/2014",0,33.08,70.1773496844364
"12/22/2014",1,33.08,70.1773496844364
"12/22/2014",2,33.08,70.1773496844364
"12/22/2014",3,33.08,70.1773496844364
"12/22/2014",4,33.08,70.1773496844364
"12/22/2014",5,33.08,70.1773496844364
"12/22/2014",6,33.56,70.2284116757828
"12/22/2014",7,33.98,107.741614611431
"12/22/2014",8,35.06,108.027291987905
"12/22/2014",9,37.94,109.190779557816
"12/22/2014",10,39.92,110.34764835441
"12/22/2014",11,42.08,111.93874632737
"12/22/2014",12,44.06,113.681791725915
"12/22/2014",13,43.46,113.126231141153
"12/22/2014",14,42.44,112.236082587786
"12/22/2014",15,41.9,111.793444668564
"12/22/2014",16,41,111.101207441615
"12/22/2014",17,41,111.101207441615
"12/22/2014",18,40.1,110.467304582219
"12/22/2014",19,42.56,73.5961267596492
"12/22/2014",20,41,72.6112895765184
"12/22/2014",21,42.08,73.2737282283314
"12/22/2014",22,42.08,73.2737282283314
"12/22/2014",23,42.08,73.2737282283314
"12/23/2014",0,42.89,74.0859898284035
"12/23/2014",1,42.89,74.0859898284035
"12/23/2014",2,42.86,74.0516043133951
"12/23/2014",3,42.86,74.0516043133951
"12/23/2014",4,43.43,74.7120019891244
"12/23/2014",5,42.98,74.1893974960469
"12/23/2014",6,42.845,74.0344273065948
"12/23/2014",7,44.06,119.264664138998
"12/23/2014",8,44.06,119.264664138998
"12/23/2014",9,44.96,120.462341053702
"12/23/2014",10,44.06,119.264664138998
"12/23/2014",11,44.96,120.462341053702
"12/23/2014",12,44.96,120.462341053702
"12/23/2014",13,44.72,120.140549841548
"12/23/2014",14,44.96,120.462341053702
"12/23/2014",15,44.96,120.462341053702
"12/23/2014",16,45.68,121.437707148634
"12/23/2014",17,46.04,121.930777821393
"12/23/2014",18,46.04,121.930777821393
"12/23/2014",19,46.04,77.9111689810766
"12/23/2014",20,46.04,77.9111689810766
"12/23/2014",21,42.98,74.1893974960469
"12/23/2014",22,42.98,74.1893974960469
"12/23/2014",23,42.08,73.1726196401405
"12/24/2014",0,42.08,80.8172089814906
"12/24/2014",1,42.08,80.8172089814906
"12/24/2014",2,42.08,80.8172089814906
"12/24/2014",3,42.08,80.8172089814906
"12/24/2014",4,41,79.3436222447951
"12/24/2014",5,41,79.3436222447951
"12/24/2014",6,41,79.3436222447951
"12/24/2014",7,42.08,125.394110711034
"12/24/2014",8,42.08,125.394110711034
"12/24/2014",9,42.98,126.718968608552
"12/24/2014",10,44.96,129.641455931569
"12/24/2014",11,44.96,129.641455931569
"12/24/2014",12,44.96,129.641455931569
"12/24/2014",13,44.96,129.641455931569
"12/24/2014",14,44.96,129.641455931569
"12/24/2014",15,44.96,129.641455931569
"12/24/2014",16,46.04,131.231294333669
"12/24/2014",17,44.78,129.376342952604
"12/24/2014",18,46.22,131.496966285591
"12/24/2014",19,46.04,86.5316911154968
"12/24/2014",20,44.78,84.6749793559653
"12/24/2014",21,44.78,84.6749793559653
"12/24/2014",22,46.04,86.5316911154968
"12/24/2014",23,44.96,84.9384698946548
"12/25/2014",0,44.78,94.5991521403765
"12/25/2014",1,44.72,94.5054520081483
"12/25/2014",2,46.94,97.9872981250742
"12/25/2014",3,57.92,115.3060007905
"12/25/2014",4,58.46,116.163460757427
"12/25/2014",5,57.56,114.737167008524
"12/25/2014",6,57.56,114.737167008524
"12/25/2014",7,55.67,156.794032030871
"12/25/2014",8,57.02,158.965892637966
"12/25/2014",9,53.96,154.04486174965
"12/25/2014",10,51.98,150.867146652055
"12/25/2014",11,50,147.697463098388
"12/25/2014",12,51.08,149.425262452932
"12/25/2014",13,51.08,149.425262452932
"12/25/2014",14,50,147.697463098388
"12/25/2014",15,48.02,144.53798347618
"12/25/2014",16,46.94,142.819843233972
"12/25/2014",17,46.94,142.819843233972
"12/25/2014",18,46.94,142.819843233972
"12/25/2014",19,46.04,96.5722131639292
"12/25/2014",20,46.04,96.5722131639292
"12/25/2014",21,44.96,94.8803974444842
"12/25/2014",22,44.96,94.8803974444842
"12/25/2014",23,44.06,93.4763996871398
"12/26/2014",0,42.98,101.969889077578
"12/26/2014",1,42.08,100.536607977091
"12/26/2014",2,42.08,100.536607977091
"12/26/2014",3,39.92,97.1087182227294
"12/26/2014",4,41,98.8203861290784
"12/26/2014",5,37.94,93.9845147747004
"12/26/2014",6,37.94,93.9845147747004
"12/26/2014",7,39.02,140.528341534388
"12/26/2014",8,42.98,146.853586391555
"12/26/2014",9,44.96,150.030041819987
"12/26/2014",10,46.04,151.765601690768
"12/26/2014",11,46.94,153.21326460091
"12/26/2014",12,48.02,154.951914094856
"12/26/2014",13,48.92,156.401873187752
"12/26/2014",14,48.92,156.401873187752
"12/26/2014",15,48.02,154.951914094856
"12/26/2014",16,48.02,154.951914094856
"12/26/2014",17,46.04,151.765601690768
"12/26/2014",18,44.96,150.030041819987
"12/26/2014",19,44.06,103.693133134795
"12/26/2014",20,42.98,101.969889077578
"12/26/2014",21,42.98,101.969889077578
"12/26/2014",22,42.08,100.536607977091
"12/26/2014",23,41,98.8203861290784
"12/27/2014",0,39.92,95.5444001861325
"12/27/2014",1,39.92,95.5444001861325
"12/27/2014",2,41,97.2883599504705
"12/27/2014",3,41,97.2883599504705
"12/27/2014",4,39.92,95.5444001861325
"12/27/2014",5,41,97.2883599504705
"12/27/2014",6,39.92,95.5444001861325
"12/27/2014",7,41,142.22851528632
"12/27/2014",8,42.98,145.430923734971
"12/27/2014",9,44.96,148.634788720535
"12/27/2014",10,48.02,153.588405991217
"12/27/2014",11,50,156.794767563828
"12/27/2014",12,51.98,160.001773767888
"12/27/2014",13,51.8,159.710204809002
"12/27/2014",14,51.98,160.001773767888
"12/27/2014",15,50,156.794767563828
"12/27/2014",16,48.02,153.588405991217
"12/27/2014",17,46.94,151.839811185831
"12/27/2014",18,46.04,150.382855747224
"12/27/2014",19,44.96,103.68893777131
"12/27/2014",20,44.06,102.233550582265
"12/27/2014",21,42.98,100.48759499372
"12/27/2014",22,44.06,102.233550582265
"12/27/2014",23,42.98,100.48759499372
"12/28/2014",0,44.96,60.3168410083256
"12/28/2014",1,44.96,60.3168410083256
"12/28/2014",2,44.96,60.3168410083256
"12/28/2014",3,44.96,60.3168410083256
"12/28/2014",4,44.96,60.3168410083256
